id,text_string
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_discriminant_classifier/sklearn_discriminant_classifier/1.0.8.2,Tool: Discriminant Analysis. Description:  . Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_regression_metrics/sklearn_regression_metrics/1.0.8.2,Tool: Calculate metrics. Description: for regression performance. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_clf_metrics/sklearn_clf_metrics/1.0.8.2,Tool: Calculate metrics. Description: for classification performance. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_data_preprocess/sklearn_data_preprocess/1.0.8.2,Tool: Preprocess. Description: raw feature vectors into standardized datasets. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_feature_selection/sklearn_feature_selection/1.0.8.2,"Tool: Feature Selection. Description: module, including univariate filter selection methods and recursive feature elimination algorithm. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_ensemble/sklearn_ensemble/1.0.8.2,Tool: Ensemble methods. Description: for classification and regression. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_nn_classifier/sklearn_nn_classifier/1.0.8.2,Tool: Nearest Neighbors Classification. Description:  . Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_pairwise_metrics/sklearn_pairwise_metrics/1.0.8.2,Tool: Evaluate pairwise distances. Description: or compute affinity or kernel for sets of samples. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_build_pipeline/sklearn_build_pipeline/1.0.8.2,"Tool: Pipeline Builder. Description: an all-in-one platform to build pipeline, single estimator, preprocessor and custom wrappers. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_searchcv/sklearn_searchcv/1.0.8.2,Tool: Hyperparameter Search. Description: performs hyperparameter optimization using various SearchCVs. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_sample_generator/sklearn_sample_generator/1.0.8.2,Tool: Generate. Description: random samples with controlled size and complexity. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_svm_classifier/sklearn_svm_classifier/1.0.8.2,Tool: Support vector machines (SVMs). Description: for classification. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_model_validation/sklearn_model_validation/1.0.8.2,"Tool: Model Validation. Description: includes cross_validate, cross_val_predict, learning_curve, and more. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_estimator_attributes/sklearn_estimator_attributes/1.0.8.2,Tool: Estimator attributes. Description: get important attributes from an estimator or scikit object. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_eval/sklearn_train_test_eval/1.0.8.2,"Tool: Train, Test and Evaluation. Description: fit a model using part of dataset and evaluate using the rest. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/model_prediction/model_prediction/1.0.8.2,Tool: Model Prediction. Description: predicts on new data using a preffited model. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_model_fit/sklearn_model_fit/1.0.8.2,"Tool: Fit a Pipeline, Ensemble. Description: or other models using a labeled dataset. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_split/sklearn_train_test_split/1.0.8.2,Tool: Split Dataset. Description: into training and test subsets. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_fitted_model_eval/sklearn_fitted_model_eval/1.0.8.2,Tool: Evaluate a Fitted Model. Description: using a new batch of labeled data. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy_core/4.5.0,Tool: snippy-core. Description: Combine multiple Snippy outputs into a core SNP alignment. Category: Variant Calling.
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy_clean_full_aln/4.5.0,Tool: snippy-clean_full_aln. Description: Replace any non-standard sequence characters in snippy 'core.full.aln' file.. Category: Variant Calling.
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy/4.5.0,Tool: snippy. Description: Snippy finds SNPs between a haploid reference genome and your NGS sequence reads.. Category: Variant Calling.
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call/2.1.3.1+galaxy2,Tool: Call variants. Description: with LoFreq. Category: Variant Calling.
toolshed.g2.bx.psu.edu/repos/nml/collapse_collections/collapse_dataset/4.2,Tool: Collapse Collection. Description: into single dataset in order of the collection. Category: Collection Operations.
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/0.1.0,Tool: Kc-Align. Description:  . Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/tn93_readreduce/tn93_readreduce/1.0.4,Tool: Merge matching reads. Description: into clusters with TN-93. Category: Evolution.
toolshed.g2.bx.psu.edu/repos/iuc/tn93/tn93/1.0.4,Tool: TN93. Description: compute distances between aligned sequences. Category: Evolution.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_absrel/hyphy_absrel/2.5.8+galaxy0,Tool: HyPhy-aBSREL. Description: adaptive Branch Site Random Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.8+galaxy0,Tool: HyPhy-BGM. Description: - Detecting coevolving sites via Bayesian graphical models. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_busted/hyphy_busted/2.5.8+galaxy0,Tool: HyPhy-BUSTED. Description: Branch-site Unrestricted Statistical Test for Episodic Diversification. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fade/hyphy_fade/2.5.8+galaxy0,Tool: HyPhy-FADE. Description: : FUBAR* Approach to Directional Evolution (*Fast    Unconstrained Bayesian Approximation). Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fel/hyphy_fel/2.5.8+galaxy0,Tool: HyPhy-FEL. Description: Fixed Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fubar/hyphy_fubar/2.5.8+galaxy0,Tool: HyPhy-FUBAR. Description: Fast Unconstrained Bayesian AppRoximation. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_gard/hyphy_gard/2.5.8+galaxy0,Tool: HyPhy-GARD. Description: Genetic Algorithm for Recombination Detection. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_meme/hyphy_meme/2.5.8+galaxy0,Tool: HyPhy-MEME. Description: Mixed Effects Model of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_prime/hyphy_prime/2.5.8+galaxy0,Tool: HyPhy-PRIME. Description: Property Informed Models of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_relax/hyphy_relax/2.5.8+galaxy0,Tool: HyPhy-RELAX. Description: Detect relaxed selection in a codon-based    phylogenetic framework. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_slac/hyphy_slac/2.5.8+galaxy0,Tool: HyPhy-SLAC. Description: Single Likelihood Ancestor Counting. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_sm19/hyphy_sm19/2.5.8+galaxy0,Tool: HyPhy-SM2019. Description: Partition Tree using Modified Slatkin-Maddison Test. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/0.1.2,Tool: Kc-Align. Description:  . Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/0.1.3,Tool: Kc-Align. Description:  . Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/0.1.4,Tool: Kc-Align. Description:  . Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.3.2,Tool: Variant Annotator. Description: process variant counts. Category: Variant Calling.
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/0.1.5,Tool: Kc-Align. Description:  . Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/gatk4_mutect2/gatk4_mutect2/4.1.4.0+galaxy2,Tool: GATK4 Mutect2. Description: - Call somatic SNVs and indels via local assembly of haplotypes. Category: Variant Calling.
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/0.1.6,Tool: Kc-Align. Description:  . Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_absrel/hyphy_absrel/2.5.9+galaxy0,Tool: HyPhy-aBSREL. Description: adaptive Branch Site Random Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.9+galaxy0,Tool: HyPhy-BGM. Description: - Detecting coevolving sites via Bayesian graphical models. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_busted/hyphy_busted/2.5.9+galaxy0,Tool: HyPhy-BUSTED. Description: Branch-site Unrestricted Statistical Test for Episodic Diversification. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fade/hyphy_fade/2.5.9+galaxy0,Tool: HyPhy-FADE. Description: : FUBAR* Approach to Directional Evolution (*Fast    Unconstrained Bayesian Approximation). Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fel/hyphy_fel/2.5.9+galaxy0,Tool: HyPhy-FEL. Description: Fixed Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fubar/hyphy_fubar/2.5.9+galaxy0,Tool: HyPhy-FUBAR. Description: Fast Unconstrained Bayesian AppRoximation. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_gard/hyphy_gard/2.5.9+galaxy0,Tool: HyPhy-GARD. Description: Genetic Algorithm for Recombination Detection. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_meme/hyphy_meme/2.5.9+galaxy0,Tool: HyPhy-MEME. Description: Mixed Effects Model of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_prime/hyphy_prime/2.5.9+galaxy0,Tool: HyPhy-PRIME. Description: Property Informed Models of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_relax/hyphy_relax/2.5.9+galaxy0,Tool: HyPhy-RELAX. Description: Detect relaxed selection in a codon-based    phylogenetic framework. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_slac/hyphy_slac/2.5.9+galaxy0,Tool: HyPhy-SLAC. Description: Single Likelihood Ancestor Counting. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_sm19/hyphy_sm19/2.5.9+galaxy0,Tool: HyPhy-SM2019. Description: Partition Tree using Modified Slatkin-Maddison Test. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/0.1.7,Tool: Kc-Align. Description:  . Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_absrel/hyphy_absrel/2.5.11+galaxy0,Tool: HyPhy-aBSREL. Description: adaptive Branch Site Random Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.11+galaxy0,Tool: HyPhy-BGM. Description: - Detecting coevolving sites via Bayesian graphical models. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_busted/hyphy_busted/2.5.11+galaxy0,Tool: HyPhy-BUSTED. Description: Branch-site Unrestricted Statistical Test for Episodic Diversification. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fade/hyphy_fade/2.5.11+galaxy0,Tool: HyPhy-FADE. Description: : FUBAR* Approach to Directional Evolution (*Fast    Unconstrained Bayesian Approximation). Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fel/hyphy_fel/2.5.11+galaxy0,Tool: HyPhy-FEL. Description: Fixed Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fubar/hyphy_fubar/2.5.11+galaxy0,Tool: HyPhy-FUBAR. Description: Fast Unconstrained Bayesian AppRoximation. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_gard/hyphy_gard/2.5.11+galaxy0,Tool: HyPhy-GARD. Description: Genetic Algorithm for Recombination Detection. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_meme/hyphy_meme/2.5.11+galaxy0,Tool: HyPhy-MEME. Description: Mixed Effects Model of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_prime/hyphy_prime/2.5.11+galaxy0,Tool: HyPhy-PRIME. Description: Property Informed Models of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_relax/hyphy_relax/2.5.11+galaxy0,Tool: HyPhy-RELAX. Description: Detect relaxed selection in a codon-based    phylogenetic framework. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_slac/hyphy_slac/2.5.11+galaxy0,Tool: HyPhy-SLAC. Description: Single Likelihood Ancestor Counting. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_sm19/hyphy_sm19/2.5.11+galaxy0,Tool: HyPhy-SM2019. Description: Partition Tree using Modified Slatkin-Maddison Test. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump/2.10.4+galaxy2,Tool: Faster Download and Extract Reads in FASTQ. Description: format from NCBI SRA. Category: Get Data.
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate/1.0.1,"Tool: ABRicate. Description: Mass screening of contigs for antimicrobial and virulence genes. Category: Annotation. Topics: topic_0622, topic_3301."
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate_list/1.0.1,Tool: ABRicate List. Description: List all of abricate's available databases.. Category: Annotation.
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.20.1+galaxy0,Tool: fastp. Description: - fast all-in-one preprocessing for FASTQ files. Category: FASTA/FASTQ.
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_point/ggplot2_point/2.2.1+galaxy2,Tool: Scatterplot with ggplot2. Description:  . Category: Graph/Display Data.
toolshed.g2.bx.psu.edu/repos/iuc/jbrowse/jbrowse/1.16.8+galaxy1,Tool: JBrowse. Description: genome browser. Category: Graph/Display Data.
toolshed.g2.bx.psu.edu/repos/iuc/jbrowse/jbrowse_to_standalone/1.16.8+galaxy1,Tool: JBrowse - Data Directory to Standalone. Description: upgrades the bare data directory to a full JBrowse instance. Category: Graph/Display Data.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_absrel/hyphy_absrel/2.5.12+galaxy0,Tool: HyPhy-aBSREL. Description: adaptive Branch Site Random Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.12+galaxy0,Tool: HyPhy-BGM. Description: - Detecting coevolving sites via Bayesian graphical models. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_busted/hyphy_busted/2.5.12+galaxy0,Tool: HyPhy-BUSTED. Description: Branch-site Unrestricted Statistical Test for Episodic Diversification. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fade/hyphy_fade/2.5.12+galaxy0,Tool: HyPhy-FADE. Description: : FUBAR* Approach to Directional Evolution (*Fast    Unconstrained Bayesian Approximation). Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fel/hyphy_fel/2.5.12+galaxy0,Tool: HyPhy-FEL. Description: Fixed Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fubar/hyphy_fubar/2.5.12+galaxy0,Tool: HyPhy-FUBAR. Description: Fast Unconstrained Bayesian AppRoximation. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_gard/hyphy_gard/2.5.12+galaxy0,Tool: HyPhy-GARD. Description: Genetic Algorithm for Recombination Detection. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_meme/hyphy_meme/2.5.12+galaxy0,Tool: HyPhy-MEME. Description: Mixed Effects Model of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_prime/hyphy_prime/2.5.12+galaxy0,Tool: HyPhy-PRIME. Description: Property Informed Models of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_relax/hyphy_relax/2.5.12+galaxy0,Tool: HyPhy-RELAX. Description: Detect relaxed selection in a codon-based    phylogenetic framework. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_slac/hyphy_slac/2.5.12+galaxy0,Tool: HyPhy-SLAC. Description: Single Likelihood Ancestor Counting. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_sm19/hyphy_sm19/2.5.12+galaxy0,Tool: HyPhy-SM2019. Description: Partition Tree using Modified Slatkin-Maddison Test. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/sarscov2summary/sarscov2summary/0.1,Tool: sarscov2summary. Description:  . Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_absrel/hyphy_absrel/2.5.14+galaxy0,Tool: HyPhy-aBSREL. Description: adaptive Branch Site Random Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.14+galaxy0,Tool: HyPhy-BGM. Description: - Detecting coevolving sites via Bayesian graphical models. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_busted/hyphy_busted/2.5.14+galaxy0,Tool: HyPhy-BUSTED. Description: Branch-site Unrestricted Statistical Test for Episodic Diversification. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fade/hyphy_fade/2.5.14+galaxy0,Tool: HyPhy-FADE. Description: : FUBAR* Approach to Directional Evolution (*Fast    Unconstrained Bayesian Approximation). Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fel/hyphy_fel/2.5.14+galaxy0,Tool: HyPhy-FEL. Description: Fixed Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fubar/hyphy_fubar/2.5.14+galaxy0,Tool: HyPhy-FUBAR. Description: Fast Unconstrained Bayesian AppRoximation. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_gard/hyphy_gard/2.5.14+galaxy0,Tool: HyPhy-GARD. Description: Genetic Algorithm for Recombination Detection. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_meme/hyphy_meme/2.5.14+galaxy0,Tool: HyPhy-MEME. Description: Mixed Effects Model of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_prime/hyphy_prime/2.5.14+galaxy0,Tool: HyPhy-PRIME. Description: Property Informed Models of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_relax/hyphy_relax/2.5.14+galaxy0,Tool: HyPhy-RELAX. Description: Detect relaxed selection in a codon-based    phylogenetic framework. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_slac/hyphy_slac/2.5.14+galaxy0,Tool: HyPhy-SLAC. Description: Single Likelihood Ancestor Counting. Category: HyPhy.
